Spotify,00:18:18,00:00:06,false
com.mitchellh.ghostty,00:18:18,00:09:06,true
steam,00:18:11,00:00:06,false
thunderbird,00:18:18,00:00:06,false
zen,00:18:18,00:08:51,false
